Puzzle Difficulty,Resolution (ns),Elapsed Time (ns)
0.703704,1.000000,1156759.000000
0.703704,1.000000,1182987.000000
0.703704,1.000000,1222270.000000
0.703704,1.000000,189122.000000
0.703704,1.000000,1848168.000000
0.703704,1.000000,5615812.000000
0.703704,1.000000,183281.000000
0.703704,1.000000,732545.000000
0.703704,1.000000,236558.000000
0.703704,1.000000,2038851.000000
0.703704,1.000000,58895.000000
0.703704,1.000000,1701041.000000
0.703704,1.000000,6565900.000000
0.703704,1.000000,813737.000000
0.703704,1.000000,194366.000000
0.703704,1.000000,4377802.000000
0.703704,1.000000,944706.000000
0.703704,1.000000,104254.000000
0.703704,1.000000,762220.000000
0.703704,1.000000,231155.000000
0.703704,1.000000,451167.000000
0.703704,1.000000,267969.000000
0.703704,1.000000,3128947.000000
0.703704,1.000000,412449.000000
0.703704,1.000000,8078346.000000
0.703704,1.000000,2652654.000000
0.703704,1.000000,229479.000000
0.703704,1.000000,2396628.000000
0.703704,1.000000,481026.000000
0.703704,1.000000,1154753.000000
0.703704,1.000000,7752102.000000
0.703704,1.000000,273768.000000
0.703704,1.000000,1048748.000000
0.703704,1.000000,9154765.000000
0.703704,1.000000,27590.000000
0.703704,1.000000,2635987.000000
0.703704,1.000000,122155.000000
0.703704,1.000000,1995162.000000
0.703704,1.000000,1639030.000000
0.703704,1.000000,559058.000000
0.703704,1.000000,45578.000000
0.703704,1.000000,497741.000000
0.703704,1.000000,1124573.000000
0.703704,1.000000,6799883.000000
0.703704,1.000000,236045.000000
0.703704,1.000000,1538024.000000
0.703704,1.000000,4440959.000000
0.703704,1.000000,1635532.000000
0.703704,1.000000,84397.000000
0.703704,1.000000,853302.000000
0.703704,1.000000,76946.000000
0.703704,1.000000,474056.000000
0.703704,1.000000,5295307.000000
0.703704,1.000000,22054.000000
0.703704,1.000000,83550.000000
0.703704,1.000000,2377058.000000
0.703704,1.000000,1050793.000000
0.703704,1.000000,10763930.000000
0.703704,1.000000,1447724.000000
0.703704,1.000000,2317847.000000
0.703704,1.000000,365830.000000
0.703704,1.000000,619725.000000
0.703704,1.000000,2473426.000000
0.703704,1.000000,623970.000000
0.703704,1.000000,85352.000000
0.703704,1.000000,134366.000000
0.703704,1.000000,368705.000000
0.703704,1.000000,567556.000000
0.703704,1.000000,732188.000000
0.703704,1.000000,1545891.000000
0.703704,1.000000,1602205.000000
0.703704,1.000000,94343.000000
0.703704,1.000000,2587324.000000
0.703704,1.000000,163105.000000
0.703704,1.000000,9429908.000000
0.703704,1.000000,3936672.000000
0.703704,1.000000,4669195.000000
0.703704,1.000000,7401465.000000
0.703704,1.000000,575003.000000
0.703704,1.000000,694860.000000
0.703704,1.000000,268495.000000
0.703704,1.000000,654644.000000
0.703704,1.000000,519754.000000
0.703704,1.000000,96497.000000
0.703704,1.000000,3068904.000000
0.703704,1.000000,2538062.000000
0.703704,1.000000,3006542.000000
0.703704,1.000000,211845.000000
0.703704,1.000000,80401.000000
0.703704,1.000000,448306.000000
0.703704,1.000000,33317.000000
0.703704,1.000000,3148916.000000
0.703704,1.000000,978685.000000
0.703704,1.000000,1215649.000000
0.703704,1.000000,6757929.000000
0.703704,1.000000,6533957.000000
0.703704,1.000000,9412945.000000
0.703704,1.000000,3012335.000000
0.703704,1.000000,145518.000000
0.703704,1.000000,1607949.000000
0.703704,1.000000,449971.000000
0.703704,1.000000,3376288.000000
0.703704,1.000000,2468927.000000
0.703704,1.000000,368257.000000
0.703704,1.000000,274616.000000
0.703704,1.000000,2770705.000000
0.703704,1.000000,1562500.000000
0.703704,1.000000,105488.000000
0.703704,1.000000,144548.000000
0.703704,1.000000,382841.000000
0.703704,1.000000,6817503.000000
0.703704,1.000000,932126.000000
0.703704,1.000000,1215036.000000
0.703704,1.000000,429675.000000
0.703704,1.000000,47026.000000
0.703704,1.000000,41186.000000
0.703704,1.000000,7046113.000000
0.703704,1.000000,147120.000000
0.703704,1.000000,2666390.000000
0.703704,1.000000,1723713.000000
0.703704,1.000000,5056603.000000
0.703704,1.000000,676376.000000
0.703704,1.000000,295429.000000
0.703704,1.000000,1365445.000000
0.703704,1.000000,1465046.000000
0.703704,1.000000,596134.000000
0.703704,1.000000,95515.000000
0.703704,1.000000,778485.000000
0.703704,1.000000,744589.000000
0.703704,1.000000,58970.000000
0.703704,1.000000,8510241.000000
0.703704,1.000000,5273057.000000
0.703704,1.000000,638584.000000
0.703704,1.000000,31676.000000
0.703704,1.000000,318129.000000
0.703704,1.000000,2746994.000000
0.703704,1.000000,29385.000000
0.703704,1.000000,243700.000000
0.703704,1.000000,1661490.000000
0.703704,1.000000,142451.000000
0.703704,1.000000,6612331.000000
0.703704,1.000000,1087071.000000
0.703704,1.000000,714307.000000
0.703704,1.000000,690117.000000
0.703704,1.000000,787105.000000
0.703704,1.000000,160645.000000
0.703704,1.000000,1353205.000000
0.703704,1.000000,1322000.000000
0.703704,1.000000,251568.000000
0.703704,1.000000,380227.000000
0.703704,1.000000,60536.000000
0.703704,1.000000,241463.000000
0.703704,1.000000,6531659.000000
0.703704,1.000000,277117.000000
0.703704,1.000000,328217.000000
0.703704,1.000000,667069.000000
0.703704,1.000000,2313211.000000
0.703704,1.000000,633503.000000
0.703704,1.000000,3823472.000000
0.703704,1.000000,296436.000000
0.703704,1.000000,450252.000000
0.703704,1.000000,527942.000000
0.703704,1.000000,1583301.000000
0.703704,1.000000,5635005.000000
0.703704,1.000000,5616244.000000
0.703704,1.000000,72687.000000
0.703704,1.000000,17152027.000000
0.703704,1.000000,4142430.000000
0.703704,1.000000,41128.000000
0.703704,1.000000,786713.000000
0.703704,1.000000,8493317.000000
0.703704,1.000000,4041725.000000
0.703704,1.000000,2752962.000000
0.691358,1.000000,110678.000000
0.691358,1.000000,497253.000000
0.691358,1.000000,94900.000000
0.691358,1.000000,3034768.000000
0.691358,1.000000,234747.000000
0.691358,1.000000,257960.000000
0.691358,1.000000,4310510.000000
0.691358,1.000000,233674.000000
0.691358,1.000000,37322.000000
0.691358,1.000000,681608.000000
0.691358,1.000000,421188.000000
0.691358,1.000000,9967376.000000
0.691358,1.000000,1519493.000000
0.691358,1.000000,413047.000000
0.691358,1.000000,2895735.000000
0.691358,1.000000,788320.000000
0.691358,1.000000,1917384.000000
0.691358,1.000000,398752.000000
0.691358,1.000000,476373.000000
0.691358,1.000000,1243654.000000
0.691358,1.000000,165034.000000
0.691358,1.000000,777140.000000
0.691358,1.000000,239710.000000
0.691358,1.000000,90811.000000
0.691358,1.000000,795383.000000
0.691358,1.000000,155608.000000
0.691358,1.000000,737089.000000
0.691358,1.000000,516008.000000
0.691358,1.000000,126358.000000
0.691358,1.000000,324322.000000
0.691358,1.000000,2028081.000000
0.691358,1.000000,1001383.000000
0.691358,1.000000,683175.000000
0.691358,1.000000,72294.000000
0.691358,1.000000,6363814.000000
0.691358,1.000000,816824.000000
0.691358,1.000000,104698.000000
0.691358,1.000000,1114445.000000
0.691358,1.000000,286195.000000
0.691358,1.000000,899013.000000
0.691358,1.000000,476627.000000
0.691358,1.000000,817236.000000
0.691358,1.000000,2196307.000000
0.691358,1.000000,196922.000000
0.691358,1.000000,2585803.000000
0.691358,1.000000,256180.000000
0.691358,1.000000,651199.000000
0.691358,1.000000,157234.000000
0.691358,1.000000,4103888.000000
0.691358,1.000000,16592315.000000
0.691358,1.000000,1122336.000000
0.691358,1.000000,148856.000000
0.691358,1.000000,1894451.000000
0.691358,1.000000,10995798.000000
0.691358,1.000000,70750.000000
0.691358,1.000000,493078.000000
0.691358,1.000000,837382.000000
0.691358,1.000000,1453917.000000
0.691358,1.000000,1178809.000000
0.691358,1.000000,25141.000000
0.691358,1.000000,107941.000000
0.691358,1.000000,337708.000000
0.691358,1.000000,2197786.000000
0.691358,1.000000,57475.000000
0.691358,1.000000,19318967.000000
0.691358,1.000000,1749480.000000
0.691358,1.000000,421089.000000
0.691358,1.000000,406160.000000
0.691358,1.000000,4598913.000000
0.691358,1.000000,4349855.000000
0.691358,1.000000,4377049.000000
0.691358,1.000000,524369.000000
0.691358,1.000000,151215.000000
0.691358,1.000000,977325.000000
0.691358,1.000000,1391071.000000
0.691358,1.000000,5373993.000000
0.691358,1.000000,1772712.000000
0.691358,1.000000,162658.000000
0.691358,1.000000,219321.000000
0.691358,1.000000,115458.000000
0.691358,1.000000,2802201.000000
0.691358,1.000000,1792211.000000
0.691358,1.000000,273245.000000
0.691358,1.000000,426728.000000
0.691358,1.000000,3826668.000000
0.691358,1.000000,110837.000000
0.691358,1.000000,1933772.000000
0.691358,1.000000,27559.000000
0.691358,1.000000,1134905.000000
0.691358,1.000000,1242225.000000
0.691358,1.000000,156261.000000
0.691358,1.000000,398036.000000
0.691358,1.000000,2519057.000000
0.691358,1.000000,212132.000000
0.691358,1.000000,981141.000000
0.691358,1.000000,86170.000000
0.691358,1.000000,987419.000000
0.691358,1.000000,4522338.000000
0.691358,1.000000,120590.000000
0.691358,1.000000,112449.000000
0.691358,1.000000,303414.000000
0.691358,1.000000,1791545.000000
0.691358,1.000000,106201.000000
0.691358,1.000000,482609.000000
0.691358,1.000000,114645.000000
0.691358,1.000000,4702504.000000
0.691358,1.000000,2881266.000000
0.691358,1.000000,944823.000000
0.691358,1.000000,473771.000000
0.691358,1.000000,79360.000000
0.691358,1.000000,456518.000000
0.691358,1.000000,884454.000000
0.691358,1.000000,940855.000000
0.691358,1.000000,270829.000000
0.691358,1.000000,15864.000000
0.691358,1.000000,9185071.000000
0.691358,1.000000,17022.000000
0.691358,1.000000,9494883.000000
0.691358,1.000000,223880.000000
0.691358,1.000000,2023437.000000
0.691358,1.000000,25904.000000
0.691358,1.000000,84705.000000
0.691358,1.000000,1097252.000000
0.691358,1.000000,392643.000000
0.691358,1.000000,1481939.000000
0.691358,1.000000,2108702.000000
0.691358,1.000000,1819694.000000
0.691358,1.000000,307062.000000
0.691358,1.000000,735107.000000
0.691358,1.000000,1100337.000000
0.691358,1.000000,553384.000000
0.691358,1.000000,846326.000000
0.691358,1.000000,1965168.000000
0.691358,1.000000,171672.000000
0.691358,1.000000,1262841.000000
0.691358,1.000000,57916.000000
0.691358,1.000000,4008860.000000
0.691358,1.000000,738704.000000
0.691358,1.000000,196081.000000
0.691358,1.000000,109579.000000
0.691358,1.000000,43609.000000
0.691358,1.000000,1276838.000000
0.691358,1.000000,4870328.000000
0.691358,1.000000,134406.000000
0.691358,1.000000,91526.000000
0.691358,1.000000,792684.000000
0.691358,1.000000,8179321.000000
0.691358,1.000000,409819.000000
0.691358,1.000000,4598890.000000
0.691358,1.000000,56218.000000
0.691358,1.000000,999700.000000
0.691358,1.000000,175851.000000
0.691358,1.000000,28648.000000
0.691358,1.000000,646241.000000
0.691358,1.000000,43288.000000
0.691358,1.000000,643778.000000
0.691358,1.000000,93623.000000
0.691358,1.000000,632064.000000
0.691358,1.000000,2225475.000000
0.691358,1.000000,955613.000000
0.691358,1.000000,3940070.000000
0.691358,1.000000,312735.000000
0.691358,1.000000,1076525.000000
0.691358,1.000000,1135127.000000
0.691358,1.000000,468932.000000
0.691358,1.000000,1949929.000000
0.691358,1.000000,970720.000000
0.691358,1.000000,62637.000000
0.691358,1.000000,4432939.000000
0.691358,1.000000,4988689.000000
0.691358,1.000000,4153237.000000
0.691358,1.000000,222943.000000
0.691358,1.000000,682646.000000
0.691358,1.000000,5943234.000000
0.691358,1.000000,324018.000000
0.691358,1.000000,2117229.000000
0.691358,1.000000,52823.000000
0.691358,1.000000,1540114.000000
0.691358,1.000000,81604.000000
0.691358,1.000000,366904.000000
0.691358,1.000000,60301.000000
0.691358,1.000000,597771.000000
0.691358,1.000000,667742.000000
0.691358,1.000000,1021965.000000
0.691358,1.000000,118151.000000
0.691358,1.000000,2859531.000000
0.691358,1.000000,1210945.000000
0.691358,1.000000,354533.000000
0.691358,1.000000,2198933.000000
0.691358,1.000000,2135594.000000
0.691358,1.000000,49843.000000
0.691358,1.000000,2092463.000000
0.691358,1.000000,1213727.000000
0.691358,1.000000,3251776.000000
0.691358,1.000000,731504.000000
0.691358,1.000000,54967.000000
0.691358,1.000000,433648.000000
0.691358,1.000000,723974.000000
0.691358,1.000000,1417008.000000
0.691358,1.000000,812779.000000
0.691358,1.000000,838598.000000
0.691358,1.000000,555661.000000
0.691358,1.000000,2231075.000000
0.691358,1.000000,40096.000000
0.691358,1.000000,6333527.000000
0.691358,1.000000,3464627.000000
0.691358,1.000000,3383588.000000
0.691358,1.000000,7117699.000000
0.691358,1.000000,92880.000000
0.691358,1.000000,1533327.000000
0.691358,1.000000,407889.000000
0.691358,1.000000,35351.000000
0.691358,1.000000,4637227.000000
0.691358,1.000000,1129236.000000
0.691358,1.000000,1571212.000000
0.691358,1.000000,927207.000000
0.691358,1.000000,178185.000000
0.691358,1.000000,822785.000000
0.691358,1.000000,65087.000000
0.691358,1.000000,428723.000000
0.691358,1.000000,767789.000000
0.691358,1.000000,322813.000000
0.691358,1.000000,140035.000000
0.691358,1.000000,64196.000000
0.691358,1.000000,177341.000000
0.691358,1.000000,19912.000000
0.691358,1.000000,59480.000000
0.691358,1.000000,2434836.000000
0.691358,1.000000,3976900.000000
0.691358,1.000000,805868.000000
0.691358,1.000000,602111.000000
0.691358,1.000000,761801.000000
0.691358,1.000000,208329.000000
0.691358,1.000000,729544.000000
0.691358,1.000000,399912.000000
0.691358,1.000000,1433917.000000
0.691358,1.000000,820629.000000
0.691358,1.000000,122413.000000
0.691358,1.000000,81997.000000
0.691358,1.000000,53976.000000
0.691358,1.000000,69922.000000
0.691358,1.000000,75550.000000
0.691358,1.000000,58406.000000
0.691358,1.000000,1517209.000000
0.691358,1.000000,1508186.000000
0.691358,1.000000,604930.000000
0.691358,1.000000,13404425.000000
0.691358,1.000000,54607602.000000
0.691358,1.000000,317125.000000
0.691358,1.000000,126113.000000
0.691358,1.000000,502270.000000
0.691358,1.000000,11551609.000000
0.691358,1.000000,31313.000000
0.691358,1.000000,5351252.000000
0.691358,1.000000,1477395.000000
0.691358,1.000000,1030942.000000
0.691358,1.000000,1562841.000000
0.691358,1.000000,1489405.000000
0.691358,1.000000,2250785.000000
0.691358,1.000000,2586020.000000
0.691358,1.000000,1394498.000000
0.691358,1.000000,2557204.000000
0.691358,1.000000,2585450.000000
0.691358,1.000000,954945.000000
0.691358,1.000000,247572.000000
0.691358,1.000000,4475685.000000
0.691358,1.000000,390634.000000
0.691358,1.000000,154561.000000
0.691358,1.000000,493208.000000
0.691358,1.000000,1326908.000000
0.691358,1.000000,95522.000000
0.691358,1.000000,3791586.000000
0.691358,1.000000,84073.000000
0.691358,1.000000,51724.000000
0.691358,1.000000,3499535.000000
0.691358,1.000000,1163205.000000
0.691358,1.000000,1524291.000000
0.691358,1.000000,296611.000000
0.691358,1.000000,4878995.000000
0.691358,1.000000,17180.000000
0.691358,1.000000,21132.000000
0.691358,1.000000,1481740.000000
0.691358,1.000000,487448.000000
0.691358,1.000000,1252389.000000
0.691358,1.000000,423762.000000
0.691358,1.000000,95226.000000
0.691358,1.000000,302441.000000
0.691358,1.000000,514766.000000
0.691358,1.000000,937044.000000
0.691358,1.000000,204243.000000
0.691358,1.000000,128119.000000
0.691358,1.000000,5611842.000000
0.691358,1.000000,889529.000000
0.691358,1.000000,2692047.000000
0.691358,1.000000,2394124.000000
0.691358,1.000000,511061.000000
0.691358,1.000000,144480.000000
0.691358,1.000000,719275.000000
0.691358,1.000000,617271.000000
0.691358,1.000000,642544.000000
0.691358,1.000000,348740.000000
0.691358,1.000000,105856.000000
0.691358,1.000000,2264078.000000
0.691358,1.000000,1218089.000000
0.679012,1.000000,3878859.000000
0.679012,1.000000,1490989.000000
0.679012,1.000000,1500037.000000
0.679012,1.000000,246936.000000
0.679012,1.000000,282581.000000
0.679012,1.000000,61815.000000
0.679012,1.000000,7398187.000000
0.679012,1.000000,106722.000000
0.679012,1.000000,120209.000000
0.679012,1.000000,180231.000000
0.679012,1.000000,264537.000000
0.679012,1.000000,1139658.000000
0.679012,1.000000,78987.000000
0.679012,1.000000,111771.000000
0.679012,1.000000,1588770.000000
0.679012,1.000000,713764.000000
0.679012,1.000000,145284.000000
0.679012,1.000000,5924228.000000
0.679012,1.000000,688995.000000
0.679012,1.000000,214838.000000
0.679012,1.000000,359731.000000
0.679012,1.000000,614413.000000
0.679012,1.000000,914529.000000
0.679012,1.000000,26372.000000
0.679012,1.000000,242525.000000
0.679012,1.000000,2282639.000000
0.679012,1.000000,1198198.000000
0.679012,1.000000,6276359.000000
0.679012,1.000000,496984.000000
0.679012,1.000000,250328.000000
0.679012,1.000000,1298183.000000
0.679012,1.000000,939267.000000
0.679012,1.000000,90998.000000
0.679012,1.000000,1986176.000000
0.679012,1.000000,280732.000000
0.679012,1.000000,27086.000000
0.679012,1.000000,20212.000000
0.679012,1.000000,4282642.000000
0.679012,1.000000,1898412.000000
0.679012,1.000000,377811.000000
0.679012,1.000000,87143.000000
0.679012,1.000000,685293.000000
0.679012,1.000000,646613.000000
0.679012,1.000000,827585.000000
0.679012,1.000000,1884054.000000
0.679012,1.000000,53670.000000
0.679012,1.000000,363112.000000
0.679012,1.000000,2093674.000000
0.679012,1.000000,33896.000000
0.679012,1.000000,6903822.000000
0.679012,1.000000,1236692.000000
0.679012,1.000000,63714.000000
0.679012,1.000000,490665.000000
0.679012,1.000000,767643.000000
0.679012,1.000000,1200143.000000
0.679012,1.000000,3002107.000000
0.679012,1.000000,1648266.000000
0.679012,1.000000,1101663.000000
0.679012,1.000000,841746.000000
0.679012,1.000000,450535.000000
0.679012,1.000000,336671.000000
0.679012,1.000000,135786.000000
0.679012,1.000000,776120.000000
0.679012,1.000000,164247.000000
0.679012,1.000000,814162.000000
0.679012,1.000000,1569396.000000
0.679012,1.000000,373794.000000
0.679012,1.000000,17659.000000
0.679012,1.000000,170543.000000
0.679012,1.000000,277466.000000
0.679012,1.000000,982413.000000
0.679012,1.000000,218972.000000
0.679012,1.000000,507428.000000
0.679012,1.000000,321551.000000
0.679012,1.000000,314700.000000
0.679012,1.000000,861781.000000
0.679012,1.000000,315941.000000
0.679012,1.000000,1771716.000000
0.679012,1.000000,802611.000000
0.679012,1.000000,1011274.000000
0.679012,1.000000,722491.000000
0.679012,1.000000,81704.000000
0.679012,1.000000,156131.000000
0.679012,1.000000,75913.000000
0.679012,1.000000,128751.000000
0.679012,1.000000,360738.000000
0.679012,1.000000,16725.000000
0.679012,1.000000,495363.000000
0.679012,1.000000,1136850.000000
0.679012,1.000000,281725.000000
0.679012,1.000000,4099965.000000
0.679012,1.000000,113259.000000
0.679012,1.000000,105720.000000
0.679012,1.000000,1104764.000000
0.679012,1.000000,217742.000000
0.679012,1.000000,3380029.000000
0.679012,1.000000,993045.000000
0.679012,1.000000,4925033.000000
0.679012,1.000000,235360.000000
0.679012,1.000000,421230.000000
0.679012,1.000000,630734.000000
0.679012,1.000000,675881.000000
0.679012,1.000000,4023521.000000
0.679012,1.000000,1850377.000000
0.679012,1.000000,35137.000000
0.679012,1.000000,517630.000000
0.679012,1.000000,580239.000000
0.679012,1.000000,1153982.000000
0.679012,1.000000,444959.000000
0.679012,1.000000,26846.000000
0.679012,1.000000,165684.000000
0.679012,1.000000,1164369.000000
0.679012,1.000000,517156.000000
0.679012,1.000000,821292.000000
0.679012,1.000000,2268339.000000
0.679012,1.000000,26670.000000
0.679012,1.000000,1063710.000000
0.679012,1.000000,518373.000000
0.679012,1.000000,743238.000000
0.679012,1.000000,1018400.000000
0.679012,1.000000,66309.000000
0.679012,1.000000,49833.000000
0.679012,1.000000,809594.000000
0.679012,1.000000,17492.000000
0.679012,1.000000,153904.000000
0.679012,1.000000,367546.000000
0.679012,1.000000,527113.000000
0.679012,1.000000,832100.000000
0.679012,1.000000,32993.000000
0.679012,1.000000,914213.000000
0.679012,1.000000,308161.000000
0.679012,1.000000,1531954.000000
0.679012,1.000000,164190.000000
0.679012,1.000000,433176.000000
0.679012,1.000000,508370.000000
0.679012,1.000000,243314.000000
0.679012,1.000000,403334.000000
0.679012,1.000000,163235.000000
0.679012,1.000000,3699630.000000
0.679012,1.000000,569891.000000
0.679012,1.000000,91752.000000
