Puzzle Difficulty,Elapsed Time (ns)
0.370,95274
0.272,402850
0.321,205178
0.358,182102
0.284,2175818
0.210,240335488
0.210,222857963
0.321,70031
0.346,212696
0.370,173050
0.358,83496
0.358,83650
0.358,36020
0.346,72924
0.346,64111
0.296,223828
0.296,142605
0.346,73641
0.321,83809
0.321,116714
0.210,21813002
0.296,167060
0.309,259647
0.321,105150
0.284,172671
0.333,362494
0.346,121462
0.346,113879
0.210,59617312
0.346,417488
0.259,248689
0.259,790538
0.333,63471
0.321,306227
0.321,75982
0.309,189031
0.309,202783
0.210,2707068
0.210,16783744
0.284,399838
0.210,1357143
0.370,567424
0.346,105902
0.210,10770566
0.296,120048
0.210,5837851
0.346,264643
0.210,1210908
0.210,43034190
0.210,56739082
0.210,39980295
0.333,60494
0.210,4561017
0.210,18196287
0.210,4125310
0.346,108788
0.333,138308
0.210,452322
0.346,113121
0.210,36610803
0.309,855943
0.210,95570824
0.210,2964039
0.210,3958906
0.210,8445015
0.210,4861038
0.346,81472
0.321,49181
0.346,69213
0.321,77436
0.210,141673048
0.210,2755802
0.210,224166
0.210,474329
0.210,14328169
0.210,4938735
0.210,17714872
0.321,305633
0.210,99365939
0.346,31038
0.210,11085859
0.309,100820
0.333,87944
0.210,116858825
0.210,7048077
0.370,96527
0.370,188702
0.321,128386
0.210,11365690
0.321,321605
0.333,102000
0.346,143226
0.210,2312602
0.358,97541
0.210,476311
0.210,1035212
0.210,3275905
0.210,8433254
0.210,18159338
0.210,1494792
0.210,1008131
0.210,15737836
0.210,20201705
0.210,8646966
0.333,81531
0.210,4175447
0.210,2379277
0.309,263012
0.210,3034151
0.259,7551379
0.309,232787
0.346,81155
0.346,240423
0.210,835131
0.210,2897342
0.210,72701564
0.210,2241023
0.210,1787742
0.296,259166
0.444,77253
0.321,71676
0.333,109036
0.321,100518
0.309,357374
0.321,85157
0.210,3273616
0.210,10231711
0.210,13330912
0.210,6172666
0.210,3317023
0.210,61964847
0.321,142088
0.210,2175411
0.210,2013289
0.210,834576
0.210,6922132
0.210,546715
0.210,98736088
0.321,191820
0.309,117431
0.210,13440899
0.321,71158
0.346,35902
0.370,90609
0.210,12231639
0.210,1831384
0.210,19663499
0.210,76032916
0.358,137809
0.321,72251
0.210,5557583
0.358,139575
0.210,85714752
0.346,157171
0.210,913871
0.210,6143410
0.210,7588721
0.210,38572410
0.309,605999
0.370,91769
0.210,58117963
0.333,122722
0.210,25318463
0.333,95295
0.210,105566
0.346,67378
0.321,71859
0.210,20798165
0.210,65328947
0.210,695328
0.210,853112
0.210,1489727
0.296,2353918
0.210,1672560
0.210,910274
0.210,803261
0.321,82180
0.284,137121
0.210,40750575
0.210,468427
0.210,554353
0.333,118087
0.346,163523
0.210,5053453
0.346,87337
0.210,4948203
0.370,50871
0.333,56898
0.210,24848340
0.321,331265
0.210,21400574
0.346,34483
0.333,95516
0.346,33934
0.210,610694
0.210,5814788
0.210,12631029
0.210,174523
0.210,117791
0.210,2106690
0.210,6078455
0.210,10199378
0.210,899657
0.210,156927
0.210,1973124
0.321,83076
0.333,302652
0.346,98106
0.210,4210345
0.309,64436
0.333,166272
0.346,103109
0.210,6936006
0.321,134172
0.210,29111121
0.346,286338
0.321,200600
0.210,142794829
0.210,7065462
0.210,2599325
0.210,40268327
0.210,129173371
0.370,47870
0.210,37079753
0.346,111666
0.358,90331
0.333,202156
0.346,84375
0.309,103535
0.210,1046229
0.210,9571055
0.210,91485012
0.210,7101600
0.210,894850
0.321,240026
0.210,2517596
0.210,63644057
0.210,16152735
0.321,307857
0.210,9545297
0.210,2609077
0.333,114676
0.346,163551
0.358,88330
0.210,25060865
0.321,134269
0.210,14153557
0.358,95084
0.296,216708
0.210,861659
0.210,11055798
0.284,134692
0.309,86025
0.210,3957205
0.210,7270585
0.309,309262
0.309,70409
0.346,75646
0.296,78928
0.309,188954
0.333,62064
0.358,122794
0.309,140482
0.321,170633
0.296,61453
0.321,303085
0.309,146495
0.370,108817
0.210,5169051
0.358,164020
0.210,447310
0.210,368106
0.210,478389
0.309,112843
0.210,10593765
0.210,13437042
0.272,312019
0.210,59475184
0.210,45420207
0.321,50803
0.210,25296632
0.210,9158186
0.210,2889314
0.210,1743771
0.210,1260664
0.210,2809536
0.346,118794
0.370,152736
0.370,247312
0.210,149795533
0.210,20451258
0.210,31877448
0.210,108783660
0.210,17698755
0.321,90261
0.210,7669889
0.383,137088
0.321,101721
0.309,131477
0.333,341634
0.370,497514
0.358,74601
0.346,108151
0.370,213482
0.210,1450351
0.210,64209923
0.321,99483
0.370,108679
0.333,227162
0.346,214058
0.309,104587
0.210,3319193
0.309,152472
0.321,165074
0.370,87381
0.358,92018
0.333,110208
0.321,94161
0.309,125676
0.333,74189
0.321,74787
0.407,99850
0.333,162980
0.346,91011
0.333,85914
0.321,256366
0.346,113793
0.210,325828
0.383,104620
0.210,1843885
0.210,5237005
0.210,802588
0.210,1786946
0.210,107023049
0.210,11344708
0.370,128651
0.210,23984515
0.210,7630662
0.296,247113
0.346,193554
0.210,1211256
0.210,1360491
0.210,975578
0.210,676033
0.210,33013048
0.321,194242
0.321,290137
0.358,185856
0.210,7053866
0.210,654264
0.346,175838
0.210,68930916
0.210,6633223
0.333,81272
0.296,32041
0.383,77048
0.284,76807
0.346,164665
0.321,90971
0.210,107044303
0.210,78004371
0.210,23987732
0.210,20205610
0.210,2724351
0.210,2608462
0.210,3863730
0.210,3295911
0.309,265619
0.346,152831
0.296,505996
0.370,92659
0.210,1603960
0.210,5166339
0.210,4024212
0.346,120296
0.210,3616260
0.210,2189126
0.210,1391426
0.210,30141703
0.210,25425985
0.296,269009
0.321,171507
0.346,240386
0.210,72901774
0.309,235319
0.210,8776961
0.296,54956
0.210,788970
0.284,2820542
0.395,45756
0.210,259104
0.296,51130
0.358,69625
0.210,330566
0.333,471086
0.346,104823
0.333,69194
0.210,59317659
0.210,6648641
0.210,2971512
0.210,3727627
0.346,188532
0.210,14227934
0.210,3347484
0.210,27335687
0.210,12442209
0.210,221469
0.210,720080
0.210,860082
0.210,7477263
0.210,94029170
0.210,24862218
0.210,148765081
0.210,447123
0.346,52496
0.383,104603
0.333,208647
0.210,11936324
0.321,762446
0.210,4327373
0.210,89155933
0.210,1300641
0.210,1596654
0.210,441660
0.210,1421352
0.210,719004
0.346,75713
0.346,119125
0.210,40081765
0.333,94978
0.346,103478
0.210,21196059
0.210,815857
0.333,179928
0.210,110451282
0.210,6090319
0.296,210865
0.210,130629
0.210,36105227
0.333,184136
0.210,23445977
0.210,5423580
0.210,1512543
0.210,606702
0.210,2369507
0.333,397841
0.321,113058
0.333,171158
0.333,114327
0.284,93829
0.210,47072239
0.321,297995
0.296,918377
0.210,68608072
0.210,1846099
0.210,57759910
0.210,12158133
0.321,308388
0.210,69885295
0.210,9191233
0.210,7308544
0.210,32140031
0.210,46036781
0.210,9969837
0.370,1173585
0.346,229427
0.321,1467143
0.358,81971
0.370,166713
0.210,2272497
0.321,35504
0.284,334080
0.333,67690
0.210,13617453
0.346,93769
0.210,12654740
0.346,315649
0.309,90583
0.210,67347550
0.333,40174
0.321,98855
0.309,105063
0.370,95473
0.210,8346411
0.210,7856334
0.284,77086
0.210,3568426
0.321,152202
0.346,52975
0.370,96232
0.358,110378
0.284,54769
0.370,394884
0.481,38265
0.333,62041
0.210,1101772
0.210,7314061
0.346,70046
0.210,2327299
0.210,76945542
0.210,63567481
0.309,75310
0.309,426069
0.210,41867756
0.346,178429
0.309,151508
0.210,5120229
0.358,218218
0.210,10936088
0.309,231953
0.481,71634
0.346,184060
0.370,112051
0.210,26195680
0.333,119335
0.210,23461499
0.346,381215
0.358,71010
0.210,32300827
0.210,1522500
0.296,135363
0.333,63113
0.210,10831049
0.333,111805
0.284,195350
0.210,63655141
0.321,102474
0.210,27208244
0.210,45496703
0.210,596691
0.210,634154
0.210,934833
0.309,1439850
0.321,1655398
0.321,146497
0.481,186548
0.296,654483
0.210,2755773
0.309,429965
0.370,89316
0.333,75927
0.210,7974367
0.210,2393222
0.395,30952
0.346,41871
0.321,127743
0.346,97933
0.370,93075
0.309,251061
0.358,78391
0.309,49848
0.333,39072
0.346,32611
0.395,31301
0.346,33217
0.309,39943
0.383,29169
0.210,175747
0.210,183903
0.210,324383
0.210,945461
0.210,26691416
0.309,304322
0.346,82218
0.333,105964
0.358,130297
0.346,136839
0.642,67616
0.481,116004
0.370,68705
0.296,1193258
0.309,277227
0.346,469710
0.321,228085
0.210,14484213
0.333,160864
0.333,256554
0.210,3967090
0.210,249464
0.210,2377692
0.210,433919
0.346,226211
0.346,125334
0.296,192566
0.333,637751
0.358,184872
0.284,278467
0.321,197635
0.333,106383
0.272,437716
0.358,129856
0.333,346403
0.210,5357605
0.358,120730
0.210,502708
0.210,187007
0.358,129882
0.309,214129
0.358,126902
0.370,307453
0.370,70402
0.370,86210
0.358,61327
0.296,856526
0.321,141867
0.333,103545
0.346,99280
0.321,516189
0.296,150939
0.333,309305
0.358,69252
0.333,82799
0.210,1252012
0.210,21088500
0.210,1592794
0.210,8437029
0.210,6519713
0.210,6042484
0.210,5443142
0.284,275395
0.346,155435
0.210,965478
0.210,87910
0.321,3408256
0.346,287024
0.210,70204151
0.210,119326231
0.210,947556
0.210,305063
0.210,200826
0.210,880156
0.210,1288077
0.210,9518488
0.358,92876
0.210,18256655
0.210,13183330
0.210,5746497
0.210,2783895
0.333,140331
0.210,146449
0.358,136144
0.346,203937
0.210,37946452
0.321,199192
0.370,90841
0.284,1120672
0.210,107571887
0.210,5898292
0.210,14190757
0.210,17542750
0.210,2242943
0.210,8131068
0.210,13053754
0.210,3856224
0.210,3227908
0.210,3986393
0.210,491901
0.210,25279428
0.210,16262379
0.210,3561618
0.210,5034511
0.333,156858
0.210,740837
0.321,120626
0.346,56491
0.210,2274702
0.333,201686
0.210,657416
0.346,156842
0.358,120367
0.333,137419
0.210,19711195
0.210,5035529
0.210,2174768
0.309,286493
0.210,650225
0.321,206666
0.210,1728523
0.210,107275355
0.210,19245825
0.210,151907
0.210,20372961
0.210,370883
0.210,73955484
0.210,10947401
0.210,5869823
0.210,56039683
0.210,73564207
0.210,4056873
0.358,107505
0.210,595292
0.321,99174
0.333,63387
0.321,227110
0.210,16988623
0.210,23611893
0.210,11900362
0.210,5632650
0.210,210009
0.210,14480089
0.210,8327385
0.370,171427
0.321,129977
0.321,323694
0.210,135370793
0.210,312589
0.210,3280989
0.210,9737740
0.321,118649
0.321,112720
0.333,76745
0.210,13116237
0.210,36134946
0.333,1008541
0.210,7719862
0.210,108581980
0.210,289775
0.309,301431
0.358,71866
0.296,93214
0.309,116017
0.333,65250
0.333,171889
0.321,77810
0.210,3359816
0.321,756378
0.210,16565504
0.210,8275099
0.358,419662
0.210,22362600
0.321,501573
0.210,10183337
0.321,806255
0.296,299104
0.309,1432380
0.346,178746
0.346,128345
0.284,124687
0.210,18171740
0.358,68152
0.346,108657
0.346,191629
0.333,71747
0.346,161971
0.370,99550
0.210,2223833
0.210,8012811
0.210,10457632
0.309,237180
0.210,13711760
0.210,2109434
0.358,504971
0.296,284470
0.346,39435
0.333,55153
0.346,31629
0.309,52778
0.370,30652
0.321,147849
0.358,31305
0.346,59742
0.346,79674
0.210,2834764
0.333,36809
0.210,17084363
0.210,11641376
0.210,126075645
0.210,2977080
0.210,24991095
0.210,396510
0.210,1618744
0.210,6930364
0.210,49853089
0.383,79616
0.370,160100
0.296,239539
0.321,75271
0.210,4450932
0.210,3153716
0.210,2510846
0.210,4629947
0.210,43329409
0.210,44000327
0.210,51294020
0.309,349579
0.321,103084
0.333,98392
0.210,1997836
0.210,38356477
0.210,23895836
0.210,852649
0.333,122034
0.333,150327
0.333,87774
0.370,101578
0.210,12627880
0.210,3095640
0.296,501276
0.333,186416
0.210,14413909
0.210,30055175
0.210,19353151
0.210,42347187
0.210,36878617
0.333,426893
0.210,2400318
0.210,2836666
0.210,50822178
0.210,6601724
0.210,54243948
0.210,12555115
0.210,23827816
0.210,414705
0.333,225468
0.210,67638623
0.210,11720607
0.210,9233817
0.210,3983306
0.210,1188186
0.210,10825232
0.370,99774
0.284,146202
0.210,12959639
0.210,11714075
0.210,2988911
0.210,3306599
0.346,127929
0.210,34465463
0.321,483809
0.321,201759
0.210,259552
0.210,8763895
0.210,4385342
0.333,111798
0.210,7268080
0.210,4578197
0.210,3954703
0.210,41554323
0.210,2255600
0.210,17915625
0.210,78658457
0.358,100651
0.210,6405002
0.210,2761831
0.210,3130682
0.210,2320318
0.210,21881915
0.210,13088214
0.210,13323641
0.210,2476590
0.210,39403824
0.333,147910
0.210,1903893
0.210,1347819
0.210,2422469
0.333,342490
0.210,28487700
0.210,27040742
0.333,84182
0.346,129576
0.346,181845
0.296,461572
0.346,135011
0.210,15791434
0.210,47148648
0.210,47276378
0.210,48033301
0.210,98077620
0.210,21289542
0.346,98913
0.321,51652
0.210,4683925
0.210,138305525
0.210,165777468
0.210,157035
0.210,3750612
0.210,8398538
0.210,2386639
0.210,1412073
0.210,14557886
0.210,17052389
0.210,587884
0.210,463938
0.210,29809714
0.210,3328903
0.210,19362060
0.210,34091788
0.210,25834826
0.210,58108634
0.370,76631
0.210,458108
0.210,52822933
0.210,5422814
0.210,1813704
0.296,160494
0.210,4388020
0.296,1427391
0.210,12977335
0.210,11976736
0.210,51036381
0.210,42037637
0.333,287476
0.210,79593818
0.210,2850199
0.346,39997
0.210,5274099
0.210,10678283
0.333,232991
0.346,85836
0.210,877957
0.358,97201
0.321,123894
0.210,33465068
0.346,1309911
0.346,112085
0.370,137380
0.358,106363
0.210,42904135
0.321,162924
0.210,7807563
0.210,5723963
0.210,103368
0.210,3007699
0.321,53915
0.210,1588774
0.346,61353
0.210,34739402
0.210,306500286
0.210,7870361
0.210,2911002
0.210,4891714
0.333,51508
0.210,18837840
0.346,92936
0.296,99066
0.321,75512
0.210,1329670
0.210,6612832
0.210,20046693
0.210,90181
0.210,68463
0.210,1760642
0.333,311520
0.210,11037337
0.210,10746707
0.210,23128857
0.210,83117418
0.210,29155250
0.210,3263807
0.210,209310
0.346,207929
0.358,75579
0.210,13590847
0.210,526505
0.210,854006
0.346,91025
0.333,91269
0.210,58550028
0.210,480550
0.210,3036728
0.210,990224
0.370,108249
0.210,23671431
0.210,707768
0.210,18886733
0.296,95170
0.210,4634849
0.210,39003280
0.210,68887890
0.210,365456
0.210,6505501
0.210,52210262
0.210,14763670
0.210,55511331
0.284,427082
0.210,100214
0.296,1166811
0.210,21460462
0.210,47921006
0.210,60962029
0.210,64544530
0.333,167744
0.210,785176
0.210,5066541
0.210,837770
0.210,1164208
0.210,848761
0.210,2444336
0.210,3987585
0.210,19500588
0.210,36432506
0.210,51359691
0.210,1597317
0.358,109719
0.284,703864
0.346,148737
0.346,147729
0.321,77657
0.210,24529922
0.210,24019736
0.321,357394
0.321,151281
0.210,3662297
0.210,55108399
0.210,4348091
0.210,59418425
0.333,121473
0.210,16393814
0.210,504240
0.296,64378
0.210,24076750
0.210,15159210
0.210,11422607
0.210,1774976
0.210,7976593
0.210,8123924
0.358,394912
0.210,2223706
0.210,3602545
0.210,3331275
0.210,527522
0.210,2644237
0.370,97558
0.346,142287
0.346,265695
0.346,336235
0.321,529605
0.210,19196667
0.358,109092
0.333,106459
0.210,323828
0.333,274621
0.210,4800192
0.210,1995995
0.210,2095187
0.210,3418318
0.210,3724410
0.210,223869649
0.210,14099980
0.210,79188585
0.346,94060
0.210,137480089
0.333,122585
0.346,89804
0.210,86278
0.346,80084
0.321,197523
0.321,135247
0.370,73468
0.346,93186
0.358,60891
0.333,80105
0.333,42760
0.346,96917
0.346,35237
0.210,39141807
0.358,198385
0.210,17448490
0.210,34793294
0.210,695314
0.210,2517366
0.210,3152141
0.210,7946500
0.210,3282472
0.210,3846372
0.210,63296366
0.210,1125030
0.346,87320
0.383,68688
0.370,78522
0.346,60818
0.210,15359069
0.370,130717
0.333,52855
0.333,84040
0.210,10822362
0.210,13629537
0.210,102961852
0.210,110756330
0.309,292051
0.333,76163
0.370,239710
0.309,346765
0.346,76281
0.346,108148
0.210,14274439
0.210,27180468
0.210,1684125
0.210,6727957
0.210,32036754
0.210,53421464
0.333,79075
0.309,80564
0.321,185849
0.346,63052
0.333,103159
0.370,243238
0.370,344410
0.210,42764073
0.346,76309
0.210,6254609
0.210,2160453
0.210,5359643
0.346,112558
0.346,148199
0.210,1939395
0.296,528115
0.333,80069
0.210,5363578
0.210,11746276
0.210,20019220
0.210,8783562
0.321,91583
0.395,47626
0.333,228679
0.370,101421
0.296,113384
0.370,81144
0.210,381325
0.210,236227
0.210,85715638
0.333,223347
0.358,232756
0.210,20093745
0.346,136144
0.210,3785883
0.210,1803474
0.210,9885510
0.210,4180150
0.210,15613033
0.210,7544083
0.210,11131567
0.210,4714502
0.370,102452
0.321,105459
0.333,99044
0.370,108073
0.284,282646
0.358,70180
0.210,54420785
0.210,12192556
0.210,21172566
0.296,743374
0.346,110145
0.321,270417
0.358,125351
0.210,12254290
0.333,118380
0.346,97648
0.346,53770
0.370,207780
0.321,1345779
0.346,101321
0.284,605111
0.346,115713
0.210,68885863
0.210,418604
0.321,56486
0.284,1035241
0.296,198920
0.370,71556
0.370,141347
0.210,286523
0.210,312458
0.210,21484896
0.210,8395294
0.333,117769
0.333,314362
0.210,64571867
0.210,25751387
0.210,598955
0.210,2395398
0.346,136617
0.309,167697
0.370,75003
0.370,39530
0.210,31444078
0.210,45932760
0.210,59594184
0.346,476793
0.210,1744406
0.210,22795648
0.333,1893662
0.309,1806573
0.346,85068
0.309,125447
0.210,84799189
0.210,2459936
0.210,5870212
0.346,54578
0.358,31441
0.333,140485
0.210,11990431
0.383,52023
0.309,55641
0.321,68797
0.210,2900125
0.284,184119
0.358,70167
0.333,88102
0.321,147428
0.296,94007
0.296,373253
0.358,162659
0.358,68814
0.210,4719641
0.210,4291814
0.333,196731
0.210,1881124
0.210,34166046
0.210,1503497
0.210,4257107
0.210,1658538
0.333,90094
0.284,128630
0.346,289981
0.346,146823
0.333,131332
0.346,129948
0.210,4817545
0.210,93635828
0.346,98420
0.358,288558
0.284,91435
0.210,14013175
0.210,14411049
0.210,20142533
0.210,24244647
0.333,146840
0.210,3156370
0.333,123414
0.309,96332
0.358,106100
0.333,100663
0.210,1964931
0.284,72044
0.210,3141614
0.210,6825791
0.210,13165504
0.346,86518
0.210,34015380
0.333,198623
0.296,64150
0.210,19279160
0.210,17229938
0.321,119518
0.321,691565
0.210,840847
0.210,55104471
0.309,77850
0.370,5624594
0.210,1148580
0.346,157709
0.210,1044761
0.370,260183
0.210,9705209
0.370,3384168
0.321,56566
0.346,167277
0.333,97694
0.210,182062
0.210,2177533
0.309,438972
0.358,143330
0.210,414918
0.333,150443
0.333,77446
0.210,6376244
0.309,193580
0.210,9854628
0.346,63736
0.210,15849867
0.210,30448476
0.210,2840449
0.210,1085023
0.210,58217572
0.210,1158081
0.321,260497
0.370,107967
0.333,156262
0.296,111059
0.383,72800
0.210,267941
0.210,5928149
0.296,181202
0.346,50085
0.346,31410
0.358,47086
0.210,4597152
0.210,1130345
0.210,19675693
0.210,1694472
0.210,2076727
0.370,74520
0.346,377808
0.210,1762156
0.210,752571
0.210,84989987
0.210,14828322
0.210,9266500
0.210,31674887
0.210,29400013
0.210,41901473
0.210,622755
0.370,116904
0.321,126471
0.346,162553
0.370,459355
0.333,118350
0.296,104139
0.210,1211375
0.210,22579625
0.370,144881
0.358,59050
0.346,59543
0.210,8089300
0.210,2624582
0.210,12731599
0.346,118152
0.284,192068
0.210,76043957
0.210,1396769
0.210,19217019
0.370,28153
0.210,142820
0.210,1751257
0.210,1879471
0.346,54156
0.358,33488
0.358,63737
0.333,78355
0.296,164105
0.358,89185
0.370,47360
0.210,6585619
0.210,4154695
0.383,152411
0.346,144498
0.346,349196
0.321,320730
0.333,78493
0.210,26844228
0.296,226492
0.210,9286391
0.346,86239
0.321,79161
0.309,84198
0.210,95054154
0.210,1296353
0.346,126815
0.210,490920
0.346,293978
0.210,57307748
0.210,23396723
0.210,16184235
0.333,79280
0.210,9309028
0.210,10015607
0.296,249980
0.346,80005
0.333,113064
0.210,53956929
0.210,431838
0.210,46576971
0.370,195427
0.210,16386668
0.321,113578
0.358,181647
0.210,183786
0.333,116503
0.284,162858
0.284,86395
0.346,98627
0.309,56342
0.321,211744
0.333,975878
0.358,96180
0.358,127612
0.370,390155
0.284,343255
0.358,126126
0.284,587161
0.296,1126253
0.321,463005
0.370,136050
0.210,12990383
0.210,1729972
0.210,7810628
0.210,4890920
0.210,4556785
0.210,2892275
0.210,5662666
0.210,22012786
0.210,2031175
0.210,1890569
0.210,5415412
0.284,865631
0.346,121081
0.284,121248
0.272,149694
0.333,106244
0.210,39428208
0.210,64633773
0.296,404695
0.210,24402395
0.210,2021079
0.210,1079393
0.210,48823417
0.210,51036915
0.210,1245989
0.210,6296677
0.210,25700453
0.210,46596619
0.210,31892370
0.210,65589128
0.210,5832711
0.370,310038
0.210,5970135
0.210,3135414
0.210,159409
0.210,3214476
0.284,233014
0.210,1056381
0.210,19685823
0.210,29204396
0.210,2341075
0.210,3878964
0.210,11425346
0.333,90880
0.210,18427928
0.210,5148061
0.309,558454
0.272,126920
0.210,354057
0.358,155522
0.321,180810
0.296,816596
0.395,131474
0.333,91535
0.370,103819
0.210,10882247
0.346,98523
0.210,63615734
0.210,15868890
0.296,50602
0.296,37524
0.210,4451471
0.321,258197
0.346,73114
0.296,132741
0.309,66369
0.210,46033752
0.210,2173581
0.210,32251112
0.210,34773315
0.210,38654446
0.210,89963867
0.210,2726530
0.210,24090870
0.333,585921
0.210,10216399
0.210,36436826
0.210,19912134
0.210,4596270
0.210,87862884
0.210,11981306
0.321,234754
0.210,4229932
0.210,5157276
0.210,37055447
0.210,4085607
0.210,43368818
0.210,4685308
0.210,19411911
0.210,20149010
0.383,118964
0.284,1244969
0.284,221405
0.210,24358540
0.210,16834794
0.210,32966078
0.321,672744
0.210,2020073
0.358,109762
0.309,222909
0.210,103666300
0.346,139943
0.210,22532966
0.370,29419
0.210,3833597
0.210,4776357
0.210,28085151
0.272,125846
0.321,239809
0.210,7005931
0.346,228262
0.210,3312208
0.210,2053765
0.210,2767257
0.321,185221
0.346,74136
0.210,8779920
0.210,3680332
0.309,148112
0.346,71227
0.358,131271
0.296,1746948
0.296,398629
0.346,798672
0.346,104141
0.333,118574
0.321,131351
0.321,251236
0.333,144138
0.346,132592
0.358,395744
0.333,79436
0.321,183165
0.333,109898
0.321,159234
0.210,1865152
0.210,145388162
0.346,30656
0.346,60258
0.346,114008
0.358,253974
0.321,80791
0.210,405366
0.210,1340380
0.210,2521492
0.210,309485
0.210,3147581
0.210,1777021
0.210,4389316
0.210,1462247
0.210,13960716
0.296,245008
0.284,114123
0.309,527239
0.210,56808252
0.210,5663796
0.333,92467
0.346,102652
0.210,4063437
0.210,3423825
0.210,394702
0.370,283153
0.370,160132
0.210,199576749
0.210,9403103
0.210,58136844
0.210,13161219
0.210,17115354
0.210,1223356
0.346,81034
0.210,35787270
0.210,34808168
0.346,191930
0.346,142946
0.210,4155213
0.210,749583
0.210,40833119
0.259,2065768
0.346,94786
0.346,271050
0.210,251570
0.296,381241
0.210,239991
0.210,2174024
0.210,2685602
0.210,2189452
0.210,1472137
0.259,7480844
0.210,247809831
0.210,492719
0.210,49162356
0.333,419461
0.210,28264984
0.321,296215
0.259,770604
0.210,7355594
0.210,62442029
0.210,12212875
0.333,128848
0.296,94769
0.346,72248
0.210,339583
0.210,962531
0.210,171193
0.210,14116548
0.370,139219
0.210,21943412
0.346,116864
0.210,10590991
0.210,29262703
0.210,20280603
0.210,17593074
0.259,146492
0.210,98412375
0.210,934214
0.346,142550
0.210,4114496
0.210,3083001
0.210,8088293
0.370,57071
0.210,10109358
0.210,33944064
0.210,1549477
0.210,9055833
0.333,131582
0.210,105858473
0.321,86417
0.333,383448
0.210,99480325
0.210,488194
0.346,60929
0.346,195004
0.210,222717316
0.321,73702
0.346,187800
0.210,2872955
0.210,10767421
0.296,78784
0.210,35816699
0.210,18514788
0.210,6705290
0.210,2541941
0.358,34749
0.296,1152796
0.321,77714
0.296,47162
0.210,640395
0.210,45598356
0.210,84829099
0.210,1712958
0.346,103538
0.333,80185
0.333,116968
0.210,1118797
0.370,54933
0.346,88526
0.333,67220
0.210,14970356
0.210,11255935
0.321,197401
0.346,125111
0.210,6626735
0.210,7473901
0.333,112913
0.210,9055648
0.210,10113911
0.333,240413
0.210,12636615
0.210,36468116
0.210,37321598
0.346,123361
0.210,15797669
0.284,390390
0.210,222032
0.210,783461
0.210,84456388
0.210,21850882
0.210,356080
0.210,935363
0.210,70266558
0.370,661229
0.210,13442653
0.210,9802904
0.210,30566347
0.333,69217
0.210,62817918
0.333,162978
0.210,96057861
0.210,30754851
0.296,256501
0.210,6242413
0.370,565583
0.210,952483
0.333,98942
0.210,5132864
0.358,164613
0.210,1630225
0.210,57538218
0.210,18290324
0.210,26723468
0.210,59927879
0.210,24494991
0.210,12156534
0.210,11224723
0.210,1355256
0.346,148106
0.210,5013139
0.210,22566035
0.272,939862
0.333,106590
0.346,72931
0.346,665091
0.358,132094
0.370,1767492
0.333,379812
0.346,133096
0.210,168206410
0.210,219651
0.210,5144187
0.210,2723381
0.210,25025689
0.346,203750
0.210,3716665
0.210,3631690
0.296,201975
0.210,2722419
0.333,88249
0.333,75276
0.210,12337148
0.210,1545139
0.210,4159681
0.210,1481282
0.210,854519
0.346,95850
0.358,131656
0.210,1874979
0.358,94404
0.210,3787690
0.210,359442
0.210,10547306
0.370,83892
0.333,141473
0.210,6367038
0.346,156517
0.321,195657
0.210,2667951
0.210,345635
0.309,272119
0.309,113855
0.210,61619675
0.333,71214
0.370,105557
0.346,80551
0.210,131320909
0.210,653621
0.210,7409940
0.210,2336706
0.333,112616
0.210,12832610
0.210,19280574
0.210,2249898
0.272,376059
0.296,79567
0.309,154201
0.296,195319
0.210,225249683
0.370,68107
0.333,60761
0.358,113908
0.321,667054
0.346,96867
0.333,54993
0.358,36464
0.346,31215
0.346,76980
0.358,184177
0.358,84659
0.272,79835
0.210,2815941
0.346,110726
0.296,113231
0.309,151658
0.210,84641566
0.210,1226965
0.210,397806
0.210,494877
0.210,21139684
0.210,28689362
0.321,61687
0.210,2996752
0.210,67734053
0.210,513222
0.210,536052
0.210,483287
0.210,60665424
0.370,238380
0.321,178339
0.284,97147
0.296,114427
0.210,13326431
0.370,2737594
0.210,114252009
0.210,94707580
0.370,191046
0.370,328259
0.346,93922
0.210,35995865
0.210,1072981
0.395,129279
0.321,100415
0.346,323284
0.210,4788089
0.210,148552553
0.309,281002
0.370,91197
0.370,125742
0.210,5188578
0.210,14861479
0.210,73893268
0.210,1179132
0.210,520258
0.210,75023690
0.210,9075054
0.210,5408372
0.346,179017
0.321,125233
0.370,69589
0.346,132195
0.321,155042
0.210,6968479
0.210,11676238
0.210,8965552
0.358,221119
0.210,6105366
0.358,163855
0.358,346926
0.210,39115404
0.210,7754562
0.333,92805
0.210,697934
0.210,11565425
0.210,3510788
0.210,9744812
0.210,3797239
0.321,290969
0.210,3014942
0.346,89190
0.346,226779
0.346,125811
0.358,187026
0.309,104067
0.321,280664
0.284,226367
0.296,1169293
0.346,211712
0.333,55151
0.210,4310514
0.309,1339000
0.333,266250
0.333,271633
0.358,160063
0.346,92323
0.210,9351027
0.210,24775283
0.210,1906302
0.333,170767
0.370,356281
0.210,2162087
0.210,15362019
0.346,89319
0.210,9703900
0.210,108993671
0.210,814012
0.210,117336820
0.210,94100455
0.296,34737
0.321,743752
0.210,61656588
0.210,34527999
0.346,136703
0.333,111314
0.210,250028
0.210,8169050
0.346,121236
0.333,121758
0.358,120519
0.321,1213473
