Puzzle Difficulty,Elapsed Time (ns)
0.309,1252655
0.284,3621633
0.284,2127317
0.296,1666681
0.296,617650
0.259,1272925
0.296,1818524
0.321,647146
0.284,1840180
0.272,1588000
0.284,932531
0.296,1099895
0.284,559877
0.296,1791096
0.309,398049
0.296,473333
0.296,1020108
0.284,1109646
0.284,1556505
0.296,1357356
0.296,719474
0.284,147143
0.272,2031931
0.296,885046
0.296,1056575
0.309,237203
0.309,490811
0.296,422824
0.296,5145428
0.309,1541076
0.296,931191
0.210,85318789
0.296,383116
0.284,289432
0.309,561516
0.309,440311
0.309,580456
0.296,655469
0.309,168419
0.284,1046610
0.210,2919645
0.296,939714
0.309,384969
0.272,1882508
0.284,309790
0.296,922606
0.296,129420
0.309,739052
0.296,187189
0.284,365412
0.296,446954
0.210,2897611
0.272,622048
0.272,921232
0.284,668602
0.284,1910707
0.272,1989735
0.272,663539
0.296,401242
0.309,356055
0.309,1310000
0.296,560687
0.309,1994995
0.272,893072
0.309,2011424
0.296,756514
0.296,135849
0.284,1160956
0.321,735229
0.296,1631362
0.309,382206
0.309,650570
0.309,940246
0.284,1859750
0.272,1015447
0.284,5995842
0.321,660542
0.309,509202
0.296,333389
0.284,4201341
0.284,370422
0.259,526668
0.284,604984
0.272,1569688
0.296,98385
0.321,214594
0.284,71583
0.284,1036628
0.272,1615204
0.210,1037082
0.309,373413
0.272,3075001
0.309,246293
0.284,1396243
0.284,781981
0.210,63123202
0.284,1017739
0.259,2837106
0.272,425324
0.272,10446836
0.210,80489097
0.284,956054
0.210,264289
0.296,722295
0.284,413627
0.272,212352
0.309,51052
0.296,456542
0.296,163544
0.210,35988557
0.210,3275529
0.284,3195817
0.309,2421300
0.272,846246
0.284,2023263
0.296,632324
0.321,1047103
0.284,1916583
0.284,1624005
0.296,887762
0.284,3098680
0.259,5988014
0.296,2109006
0.284,4216928
0.284,98299
0.296,991690
0.296,1524089
0.210,3550856
0.210,58616178
0.284,3874769
0.210,73700546
0.309,203075
0.296,1547548
0.272,3986638
0.296,553765
0.296,391649
0.272,502085
0.272,2121913
0.296,396484
0.296,876567
0.309,2205740
0.296,347517
0.296,244050
0.309,3253110
0.284,1117223
0.296,1470776
0.284,4082739
0.309,230321
0.296,2360389
0.284,1039494
0.309,234546
0.296,473606
0.296,1580802
0.284,817073
0.309,119887
0.296,229632
0.321,264706
0.259,807212
0.296,453282
0.309,2368636
0.284,1612129
0.309,1495024
0.259,2631681
0.309,695530
0.296,4469615
0.296,758741
0.284,667703
0.284,3689300
0.309,1925328
0.309,473962
0.210,1649922
0.210,4382862
0.210,2813469
0.296,422458
0.296,770106
0.309,957082
0.296,982499
0.284,1049185
0.309,998334
0.309,1575320
0.284,1961104
0.284,748666
0.309,1023809
0.309,334016
0.284,1042880
0.284,117876
0.296,7322940
0.296,1018220
0.284,2017675
0.296,822782
0.296,1474091
0.296,1204106
0.259,590113
0.309,257946
0.284,1931489
0.259,2024875
0.259,8316497
0.284,1201280
0.321,600398
0.284,184325
0.309,258265
0.296,624629
0.272,4553088
0.272,4085191
0.272,3408358
0.309,122261
0.309,695174
0.309,265108
0.309,1077816
0.296,647513
0.272,432453
0.309,319760
0.284,424615
0.309,101217
0.309,124708
0.272,2552300
0.284,567030
0.284,1695304
0.296,609408
0.296,592221
0.309,524280
0.296,1081276
0.309,2034111
0.272,225341
0.296,1197947
0.296,119303
0.309,2875937
0.296,524068
0.296,206531
0.296,2939922
0.296,325564
0.296,675563
0.284,286195
0.296,403295
0.284,538954
0.284,186324
0.284,3001087
0.309,1145978
0.284,454589
0.296,2784982
0.284,300405
0.309,731563
0.309,390295
0.284,2704049
0.296,1069896
0.296,720330
0.296,469004
0.284,2490744
0.284,5237443
0.309,1002235
0.309,1247666
0.309,639663
0.321,94677
0.284,1865434
0.296,1300251
0.309,457273
0.284,1939470
0.284,4072351
0.296,873990
0.284,3892582
0.284,368861
0.296,661474
0.296,171662
0.296,881185
0.284,339642
0.284,1241073
0.284,1198340
0.296,420687
0.284,419673
0.309,570640
0.296,2357786
0.296,5041268
0.284,918550
0.284,1737746
0.284,800749
0.284,537116
0.284,1281623
0.309,209940
0.296,1419933
0.284,524812
0.284,7800682
0.296,656712
0.284,5165628
0.284,3409259
0.272,803349
0.284,408470
0.321,1557407
0.284,2364988
0.296,690639
0.333,484167
0.284,511935
0.321,489576
0.296,455269
0.284,3401968
0.284,1540343
0.284,4901682
0.309,364875
0.309,664028
0.309,392578
0.296,356746
0.309,197382
0.309,552214
0.284,256035
0.296,177906
0.272,16602163
0.296,337528
0.296,1761391
0.296,291603
0.296,776178
0.284,427822
0.284,1546749
0.296,1952857
0.210,3694225
0.296,3134454
0.284,784267
0.296,820756
0.296,449798
0.272,2978810
0.296,2044026
0.284,768377
0.284,406848
0.309,334913
0.272,176501
0.321,990310
0.321,236954
0.296,1881170
0.296,563789
0.284,4966892
0.296,1080431
0.309,948761
0.309,1920400
0.284,2041824
0.296,1272018
0.284,1046835
0.309,958793
0.210,125143439
0.309,800321
0.309,443296
0.284,764966
0.210,21906244
0.284,7514358
0.309,263528
0.284,3462225
0.321,158757
0.296,1258478
0.296,193175
0.321,464153
0.272,2977741
0.284,2186802
0.296,836076
0.309,744010
0.284,762814
0.296,799392
0.296,484811
0.309,365992
0.296,541274
0.284,8056442
0.284,671211
0.272,6540815
0.284,1108684
0.296,1280132
0.284,1961652
0.272,10273758
0.259,797589
0.321,757801
0.284,186348
0.309,321112
0.296,271951
0.284,512232
0.284,136832
0.309,79738
0.296,587737
0.284,802100
0.284,1292567
0.296,384396
0.321,372076
0.284,171803
0.296,320383
0.309,894675
0.296,571172
0.296,226897
0.321,275758
0.296,1419793
0.284,485311
0.296,1386600
0.296,186361
0.284,348417
0.284,619767
0.321,288161
0.296,313969
0.284,3918903
0.296,361713
0.296,4645504
0.284,2164597
0.296,3563492
0.272,261339
0.309,670701
0.284,1356488
0.309,117167
0.296,3749489
0.296,1303930
0.296,11766550
0.309,454783
0.210,38711000
0.296,3171035
0.321,1172394
0.309,85799
0.296,1158463
0.296,529152
0.296,1126735
0.321,450219
0.309,295920
0.309,138893
0.296,670784
0.296,302200
0.284,2966115
0.296,287590
0.296,2025284
0.321,142646
0.284,1206904
0.296,1427688
0.346,500745
0.296,210642
0.272,1416552
0.296,3154809
0.296,1376785
0.210,7445813
0.284,461268
0.284,2592923
0.296,2280832
0.272,1606296
0.284,1203876
0.296,959733
0.309,96834
0.259,3202069
0.272,2961977
0.296,587147
0.284,2546360
0.284,1893185
0.272,773526
0.296,865563
0.272,1307820
0.296,934813
0.210,9647179
0.284,325937
0.272,3701067
0.210,6913267
0.272,2005356
0.210,91331958
0.272,1289180
0.272,5224698
0.309,364989
0.321,283822
0.210,143473
0.210,1429844
0.296,1172654
0.210,1649834
0.210,4053233
0.284,1129288
0.284,780402
0.296,583125
0.284,1749072
0.309,619742
0.284,143603
0.259,659410
0.296,511108
0.309,661639
0.296,734914
0.296,2188204
0.296,1662648
0.247,2794792
0.272,1714116
0.309,812632
0.210,4906459
0.272,2457266
0.296,367739
0.259,411992
0.284,1262605
0.210,9004124
0.309,121653
0.284,2930671
0.210,19419503
0.259,1856814
0.284,316700
0.259,330530
0.259,3725070
0.259,3890046
0.321,1542770
0.259,4312068
0.259,1465374
0.259,2788604
0.309,1706020
0.259,739276
0.259,1017933
0.259,1092924
0.259,1365894
0.272,720222
0.309,161867
0.259,1726230
0.259,629492
0.259,713241
0.259,86992
0.259,5969346
0.272,706375
0.296,580972
0.259,402911
0.259,772452
0.259,3159314
0.259,1555874
0.259,5027952
0.284,1622817
0.284,684799
0.259,1204668
0.259,726850
0.259,832035
0.284,494889
0.284,13767722
0.296,2785881
0.210,7043007
0.210,1457278
0.210,1363357
0.272,2826305
0.210,1375390
0.210,2405845
0.210,618032
0.284,1806698
0.284,728752
0.284,6505670
0.272,3007390
0.296,1444418
0.296,2674740
0.296,180306
0.309,518229
0.284,5187815
0.296,337852
0.284,799436
0.210,148237289
0.210,7597219
0.284,500817
0.296,380374
0.272,882999
0.296,402694
0.296,104874
0.284,2766277
0.284,605934
0.272,760694
0.272,1508812
0.284,3653801
0.296,1148984
0.259,3247881
0.210,46139159
0.309,393414
0.284,1180277
0.210,55473421
0.296,1338437
0.296,907806
0.272,4091352
0.284,1600893
0.296,1518681
0.309,1075079
0.210,1381752
0.284,1054565
0.296,2148549
0.284,5303137
0.210,73319305
0.210,140179164
0.284,283356
0.284,585029
0.284,214686
0.284,546971
0.309,410715
0.284,69752
0.210,224773
0.284,543641
0.296,486602
0.210,1953958
0.284,268790
0.284,179151
0.296,338494
0.296,449617
0.296,1459289
0.296,858014
0.296,258294
0.284,67705
0.284,911152
0.284,98635
0.321,2476114
0.210,16655529
0.210,29117025
0.259,1872599
0.210,1685708
0.309,763918
0.284,1158566
0.284,351210
0.284,1860001
0.272,2288125
0.259,8044878
0.210,1445814
0.210,1740862
0.210,1095215
0.309,1182060
0.309,1606580
0.272,7618276
0.284,3702609
0.284,343010
0.284,88933
0.296,938201
0.247,8803657
0.210,86533778
0.296,813223
0.272,1332030
0.210,73399102
0.296,1449055
0.210,2191608
0.210,7574307
0.210,92615842
0.210,6208922
0.284,552536
0.272,239361
0.296,212276
0.259,844844
0.284,811173
0.296,1595396
0.210,62980736
0.210,38247837
0.284,1751219
0.296,1800136
0.210,79236872
0.210,34228578
0.296,403656
0.210,957662
0.296,4080866
0.272,3565560
0.284,931701
0.284,3092688
0.309,315933
0.284,401948
0.284,3951444
0.284,7678884
0.284,2405918
0.259,4501544
0.210,6577518
0.284,1440625
0.296,681208
0.309,401229
0.296,1251324
0.210,914591
0.296,1033713
0.309,558997
0.284,804244
0.272,3501376
0.284,1231667
0.210,105307926
0.284,145809
0.272,935281
0.321,245441
0.284,624583
0.272,3558163
0.309,806810
0.309,197201
0.284,131094
0.284,940877
0.309,249499
0.210,5618675
0.296,1908389
0.284,353071
0.296,427727
0.272,653436
0.309,1804978
0.210,26247451
0.296,1221165
0.296,121830
0.284,973832
0.296,2762495
0.210,2225529
0.284,1418741
0.272,4510492
0.210,5157530
0.296,2419902
0.296,1277478
0.296,1748193
0.296,923171
0.309,2156729
0.321,1320403
0.284,1113478
0.321,2129685
0.296,1906320
0.284,380727
0.309,876144
0.296,7692644
0.296,1127179
0.296,662166
0.272,5119230
0.296,1106527
0.296,1667032
0.272,3494402
0.358,405877
0.272,1202456
0.284,13285964
0.309,499660
0.272,245731
0.296,1837205
0.284,191346
0.272,1240732
0.296,942721
0.309,165957
0.296,501866
0.309,130802
0.309,1342007
0.296,1395306
0.321,64313
0.284,1112477
0.333,904913
0.309,1143345
0.284,636163
0.284,1942395
0.272,700528
0.296,178674
0.309,698195
0.272,3482988
0.284,761715
0.296,938861
0.296,3023507
0.309,902612
0.272,510078
0.284,1064579
0.309,164043
0.284,303838
0.210,2683226
0.296,2039195
0.284,1117449
0.296,110398
0.321,1212432
0.284,3577626
0.296,303095
0.284,719277
0.309,1163424
0.296,1141018
0.296,2151802
0.321,6551905
0.284,4114042
0.284,784970
0.284,1534635
0.321,186401
0.284,869521
0.284,157231
0.272,2181407
0.284,3350682
0.309,338811
0.284,1349138
0.309,777402
0.309,1918144
0.296,5716672
0.296,209499
0.296,2672339
0.284,179841
0.272,189666
0.284,758541
0.284,1917476
0.296,639591
0.284,1135048
0.296,1090577
0.284,3113850
0.259,318839
0.309,339782
0.321,969471
0.296,554206
0.296,536210
0.284,95941
0.284,143846
0.272,3300550
0.296,1854501
0.284,456528
0.284,3717330
0.284,3557042
0.296,338398
0.284,1551668
0.296,144467
0.321,394893
0.321,245499
0.321,189258
0.296,153880
0.296,2091311
0.284,1677930
0.296,321345
0.284,543792
0.309,734237
0.284,517592
0.296,349960
0.309,159068
0.284,933460
0.284,1792672
0.272,949250
0.284,989637
0.321,877286
0.284,1301520
0.272,6669937
0.321,824266
0.309,1914473
0.333,1349511
0.309,651244
0.309,996474
0.309,1596585
0.296,1194079
0.333,411140
0.309,223277
0.296,705183
0.296,2067581
0.296,2834426
0.284,2150668
0.309,278197
0.296,276583
0.309,808764
0.284,822861
0.296,696001
0.296,775085
0.284,3123654
0.296,1083408
0.309,159335
0.296,968791
0.284,3093558
0.309,1899593
0.309,1109965
0.296,502429
0.309,668991
0.296,601770
0.309,859731
0.309,734537
0.296,250261
0.321,572275
0.284,2568253
0.272,3367364
0.284,1973494
0.284,168986
0.309,505560
0.284,649157
0.333,337344
0.284,424645
0.284,1232041
0.309,1107062
0.284,969667
0.296,5454518
0.259,693315
0.321,1155602
0.296,854471
0.321,2594375
0.296,648266
0.272,4601550
0.284,181512
0.272,85604
0.296,144422
0.296,165330
0.272,248973
0.296,407398
0.296,317157
0.321,79017
0.284,11226500
0.284,111552
0.296,360736
0.296,77235
0.284,102085
0.272,85984
0.296,656523
0.284,184490
0.296,204110
0.284,296076
0.284,143359
0.284,432143
0.284,408973
0.284,128154
0.284,979096
0.284,164021
0.296,656169
0.272,293711
0.296,1528725
0.284,339496
0.272,4584204
0.284,731813
0.284,72521
0.284,736291
0.296,88591
0.284,191207
0.296,200060
0.296,108554
0.296,58028
0.296,118396
0.296,75406
0.284,39052
0.296,433030
0.284,115179
0.296,182671
0.296,36955
0.346,56326
0.333,57660
0.296,468875
0.333,32859
0.296,65180
0.284,64221
0.296,336623
0.296,59964
0.296,49717
0.284,96509
0.284,134276
0.296,40972
0.284,126692
0.296,185250
0.284,52447
0.296,43835
0.296,293198
0.296,59873
0.296,707202
0.284,91875
0.296,82781
0.284,120622
0.296,66763
0.296,173080
0.296,165820
0.296,107388
0.284,54378
0.296,866486
0.272,81000
0.296,79195
0.272,139728
0.272,678433
0.296,496262
0.296,440792
0.296,67770
0.284,115711
0.296,83768
0.272,169823
0.284,113837
0.284,94976
0.296,45933
0.370,57308
0.284,347403
0.296,831771
0.284,308179
0.296,114578
0.296,948429
0.296,562686
0.296,1481732
0.284,221386
0.284,77691
0.296,83399
0.284,110686
0.284,83189
0.296,72681
0.272,237869
0.296,135298
0.296,277617
0.296,48959
0.321,121921
0.284,1033240
0.333,84310
0.284,603816
0.296,89169
0.296,1114400
0.296,108177
0.296,184837
0.284,456636
0.284,181453
0.296,1065726
0.296,1238152
0.346,78893
0.284,69519
0.346,66936
0.296,328747
0.346,217746
0.346,60960
0.309,194887
0.284,107697
0.296,218659
0.296,277808
0.296,1199041
0.370,87828
0.284,310735
0.296,100956
0.296,194116
0.284,112253
0.296,263804
0.321,280203
0.296,710220
0.284,315152
0.296,202003
0.272,147408
0.284,727001
0.284,392800
0.333,81285
0.296,393027
0.296,493514
0.284,102649
0.284,275917
0.296,102133
0.284,106136
0.296,81421
0.296,85182
0.296,70484
0.333,156518
0.296,101706
0.321,137377
0.284,71682
0.296,233216
0.358,84245
0.284,87529
0.321,154243
0.309,76967
0.296,285289
0.296,84990
0.284,72782
0.296,144836
0.296,217409
0.284,390052
0.296,175394
0.296,318600
0.284,310940
0.296,346820
0.284,429911
0.284,369548
0.296,271892
0.370,88335
0.321,246195
0.296,253982
0.333,96542
0.296,3359152
0.321,146082
0.296,117511
0.296,82658
0.346,145635
0.296,120447
0.333,298864
0.296,93564
0.309,96487
0.284,169850
0.358,77531
0.296,795124
0.284,823563
0.284,77295
0.309,49100
0.284,138110
0.358,45924
0.284,1144386
0.296,124998
0.296,204918
0.284,1722827
0.370,63852
0.296,125085
0.296,106223
0.333,277553
0.309,212507
0.272,1802523
0.321,537217
0.284,148952
0.296,205050
0.296,1608489
0.284,106447
0.346,56957
0.370,189105
0.296,154648
0.321,63789
0.284,386546
0.370,83509
0.284,244989
0.296,145662
0.321,380706
0.346,100330
0.284,430725
0.272,1371579
0.321,200770
0.284,110779
0.284,200960
0.272,122760
0.309,155432
0.333,104106
0.296,71922
0.296,97727
0.321,134357
0.284,433132
0.296,179695
0.284,129487
0.296,101460
0.284,326854
0.296,316401
0.346,93696
0.296,79214
0.296,757827
0.284,190207
0.284,472480
0.296,115034
0.284,242054
0.296,168831
0.358,86366
0.284,210972
0.346,96573
0.321,1610356
0.296,1054193
0.321,99930
0.296,304970
0.321,199558
0.284,783939
0.321,116635
0.296,167494
0.321,103231
0.346,329268
0.296,120269
0.296,269215
0.333,171684
0.333,97639
0.346,90970
0.346,127314
0.333,149427
0.284,256059
0.333,384253
0.370,130286
0.296,1145321
0.346,233195
0.333,430181
0.259,581659
0.321,246394
0.272,156827
0.370,102430
0.346,99056
0.333,205825
0.296,4183708
0.296,147295
0.383,115991
0.284,432894
0.296,195918
0.284,119259
0.296,58249
0.296,51901
0.346,49740
0.284,52581
0.333,227497
0.296,294862
0.284,125254
0.358,68890
0.321,80776
0.333,40279
0.321,123049
0.284,132677
0.321,44689
0.296,77487
0.284,66181
0.296,58262
0.296,153498
0.346,58260
0.346,61079
0.284,41311
0.358,43231
0.346,61893
0.284,114918
0.370,35406
0.358,36966
0.284,51849
0.296,421321
0.333,46333
0.284,126491
0.333,103682
0.358,72673
0.284,64952
0.284,183185
0.296,42199
0.358,99296
0.296,412872
0.358,45688
0.333,141126
0.370,51246
0.296,258819
0.296,671451
0.346,155150
0.333,43525
0.284,223032
0.284,127253
0.296,60227
0.309,91902
0.321,338701
0.321,214921
0.370,190399
0.284,91891
0.321,184702
0.321,101643
0.333,363741
0.321,1604542
0.346,114536
0.296,127241
0.284,99954
0.284,992440
0.333,99327
0.346,85231
0.346,299571
0.296,187443
0.321,267654
0.284,152100
0.346,107048
0.296,176164
0.284,328821
0.346,168266
0.346,121304
0.321,110811
0.383,93192
0.321,74318
0.210,17386978
0.370,218506
0.321,189542
0.333,93091
0.210,27314764
0.284,270336
0.210,61843561
0.358,49469
0.210,8064100
0.210,2773624
0.321,62508
0.210,50945111
0.210,7875662
0.210,4215649
0.210,77453940
0.296,228998
0.346,32811
0.333,52157
0.383,56087
0.321,133318
0.321,74322
0.370,29520
0.284,51131
0.346,288515
0.309,161354
0.210,2862323
0.210,157772
0.210,328236
0.210,50351759
0.210,47535168
0.210,3325680
0.210,9105240
0.210,100911721
0.284,408814
0.284,254213
0.210,477184
0.210,401247
0.210,194905
0.370,71067
0.284,91709
0.296,71425
0.370,81279
0.321,85607
0.333,132883
0.346,49857
0.346,70521
0.272,193185
0.321,54545
0.296,278835
0.321,70694
0.358,29496
0.284,99310
0.284,35815
0.210,3151707
0.210,3809611
0.210,3708826
0.210,3328576
0.210,6336466
0.210,7218596
0.210,1093390
0.210,3122569
0.210,164539
0.210,11844282
0.358,139914
0.210,12114667
0.210,707928
0.284,92388
0.210,21379173
0.333,43292
0.296,201420
0.284,384716
0.284,106367
0.296,389177
0.358,37390
0.383,30320
0.272,45142
0.296,1101891
0.210,90956886
0.321,116828
0.210,5765034
0.210,304346
0.210,7423186
0.210,2542788
0.210,11669069
0.210,9810777
0.210,40914243
0.210,42655607
0.210,224211
0.259,781874
0.272,2129591
0.210,320608
0.346,104465
0.296,104977
0.210,20295014
0.210,473341
0.296,216642
0.210,362991
0.333,194903
0.321,196086
0.296,92050
0.370,167764
0.296,811521
0.358,110315
0.296,206886
0.272,1711559
0.284,839377
0.296,319293
0.358,85881
0.346,44568
0.346,44444
0.358,50954
0.346,95452
0.296,67888
0.296,40981
0.358,41617
0.321,41084
0.321,133094
0.210,209075
0.210,8325455
0.210,1849234
0.210,819185
0.210,3860102
0.210,29063830
0.210,17380180
0.210,19763928
0.210,536388
0.210,3380072
0.370,102203
0.210,90661810
0.346,117198
0.284,6430732
0.333,108195
0.296,259180
0.296,104717
0.296,60840
0.309,84441
0.284,196955
0.284,143102
0.284,346731
0.284,777058
0.284,79566
0.284,625652
0.284,44306
0.284,1070815
0.284,181876
0.284,121662
0.284,144967
0.284,165591
0.284,33952
0.284,37361
0.284,165932
0.210,19761897
0.210,2076947
0.210,1984576
0.210,9386252
0.210,1022864
0.210,6949893
0.210,3352901
0.333,163640
0.346,64114
0.321,137957
0.210,631471
0.296,76938
0.296,149173
0.296,453501
0.296,668326
0.296,123585
0.296,212101
0.272,2587191
0.309,149711
0.321,118315
0.333,140214
0.358,145773
0.321,648152
0.346,88690
0.321,102709
0.284,106181
0.296,199174
0.346,111319
0.210,6304918
0.210,2937927
0.210,88009917
0.210,2151681
0.210,3392687
0.210,670253
0.210,790018
0.210,1812797
0.210,2065899
0.210,5088746
0.210,4690107
0.210,381031
0.210,502462
0.210,2899834
0.210,3375979
0.210,451183
0.210,5067663
0.210,1469671
0.210,458240
0.210,252808
0.210,3104828
0.210,3296724
0.210,3268659
0.333,289770
0.296,155957
0.296,173283
0.296,326914
0.296,130668
0.284,74147
0.284,129647
0.358,111083
0.370,119271
0.296,513762
0.284,130899
0.333,94874
0.333,68584
0.321,149784
0.333,116397
0.210,15892086
0.210,6212288
0.210,806660
0.210,1057754
0.210,840414
0.210,7980897
0.210,1318043
0.210,9772474
0.210,8995792
0.210,9995410
0.210,780464
0.210,10947696
0.321,1093200
0.210,584750
0.210,404651
0.210,3095708
0.210,348066
0.210,15797532
0.321,453085
0.210,90444451
0.210,30392405
0.370,65689
0.358,103907
0.284,327808
0.296,359850
0.309,251746
0.296,101252
0.333,99004
0.296,106669
0.296,272856
0.333,291266
0.321,512659
0.210,3406791
0.210,4124107
0.210,3390157
0.296,123238
0.272,297256
0.284,134005
0.210,123743
0.346,137856
0.309,142448
0.358,490490
0.284,113204
0.309,416062
0.346,74139
0.296,82941
0.272,140903
0.284,134426
0.309,505860
0.321,120367
0.346,202840
0.210,8645122
0.210,4031526
0.333,900900
0.210,9699583
0.210,64670388
0.210,48677650
0.210,5687626
0.210,12053234
0.210,44002447
0.210,19863624
0.210,59845160
0.309,83803
0.321,422887
0.272,86873
0.210,696507
0.210,746385
0.210,1127411
0.210,1208780
0.210,314034
0.210,681392
0.333,101152
0.210,576752
0.210,586935
0.210,1851398
0.346,88383
0.210,55047549
0.358,103866
0.210,692850
0.210,2009456
0.210,28063555
0.210,10917453
0.210,367058
0.210,4776085
0.346,125223
0.210,209839
0.296,563195
0.358,164370
0.321,73338
0.358,46747
0.210,139748962
0.210,166943782
0.333,72371
0.346,139434
0.296,202461
0.358,57801
0.321,530573
0.321,589386
0.296,160356
0.321,145402
0.321,138178
0.346,156442
0.284,88687
0.358,75139
0.284,857378
0.358,224667
0.296,188696
0.284,170989
0.296,89309
0.210,5309415
0.210,5021517
0.383,97311
0.284,340555
0.210,3308941
0.210,130859
0.210,7939725
0.321,58334
0.346,430006
0.210,997253
0.284,658385
0.346,101755
0.346,97190
0.370,55170
0.284,1403565
0.284,558088
0.296,199758
0.284,197195
0.284,98987
0.346,137052
0.284,177224
0.284,724094
0.296,654769
0.370,86851
0.346,260311
0.333,117215
0.210,4092634
0.210,8927202
0.210,91493514
0.210,117802992
0.210,70408820
0.210,88568551
0.210,179248065
0.210,6524346
0.210,1128034
0.210,928214
0.210,2115388
0.333,132133
0.333,105868
0.210,39415163
0.210,57765466
0.333,49012
0.284,65075
0.210,21144048
0.210,27745511
0.296,2256663
0.370,80590
0.272,464102
0.296,90810
0.296,288991
0.284,634838
0.333,127093
0.272,919145
0.346,113688
0.358,263418
0.296,518875
0.321,76559
0.321,90669
0.346,115411
0.210,188506
0.210,2416521
0.210,51234131
0.210,8183317
0.346,59325
0.321,93688
0.296,62040
0.321,87310
0.321,35526
0.210,1663750
0.210,2515453
0.210,1378942
0.210,3152452
0.333,150728
0.309,424552
0.272,346798
0.210,39377973
0.333,65117
0.210,33581357
0.296,768967
0.309,103974
0.321,51626
0.309,88431
0.333,125521
0.210,1192916
0.370,92274
0.321,114156
0.370,61473
0.284,128503
0.296,89163
0.346,117300
0.321,78336
0.333,142916
0.346,141742
0.321,117888
0.296,219540
0.296,242493
0.383,67138
0.333,286548
0.358,185382
0.333,161611
0.321,86208
0.210,305671780
0.210,369617191
0.210,389988
0.210,4752504
0.383,70276
0.210,13179900
0.272,521952
0.210,49853258
0.210,344001
0.210,18300783
0.346,56049
0.321,297762
0.210,385872
0.296,200723
0.309,255785
0.333,169620
0.333,94186
0.321,108139
0.333,108299
0.284,2472697
0.358,179251
0.370,54747
0.358,58080
0.333,198549
0.321,126968
0.284,126224
0.346,126629
0.210,29227871
0.210,42800419
0.210,62548570
0.210,99336081
0.210,1156902
0.210,4973811
0.210,84787138
0.370,70096
0.210,1800180
0.358,107011
0.210,2573250
0.284,627330
0.346,108707
0.333,69483
0.333,136107
0.346,46822
0.296,83610
0.333,51793
0.358,99814
0.346,39628
0.346,50212
0.370,76853
0.284,41000
0.333,29021
0.346,65219
0.321,168013
0.296,53884
0.333,60866
0.333,34502
0.321,190595
0.284,151085
0.321,96363
0.210,140939
0.333,278817
0.346,91049
0.333,96134
0.346,148242
0.210,7208055
0.333,117191
0.309,71974
0.346,37706
0.210,297672161
0.309,97605
0.321,125947
0.358,125542
0.296,79028
0.296,1423498
0.309,1167281
0.296,75201
0.296,87600
0.296,142185
0.333,76889
0.272,404498
0.333,79447
0.370,48641
0.358,72592
0.358,69630
0.210,157583952
0.333,625814
0.210,2938746
0.321,72252
0.346,61448
0.346,176090
0.333,31524
0.309,96542
0.358,219892
0.346,80493
0.333,144317
0.333,210146
0.296,582520
0.358,59880
0.333,102079
0.272,166334
0.333,86589
0.321,107506
0.284,275893
0.333,292507
0.296,75177
0.358,62848
0.333,88430
0.333,68685
0.210,86658287
0.383,70411
0.346,58297
0.321,341270
0.321,80003
0.284,190596
0.346,151942
0.333,101217
0.296,64804
0.309,125675
0.309,165347
0.333,56478
0.346,57038
0.358,57926
0.358,42564
0.358,68584
0.296,134759
0.370,33722
0.346,84865
0.346,38188
0.272,116278
0.346,39066
0.333,35608
0.284,894904
0.284,97633
0.296,76838
0.296,123331
0.309,878035
0.321,83604
0.284,618566
0.284,367483
0.296,316960
0.296,32883
0.284,132967
0.333,53317
0.284,68673
0.395,32811
0.296,32795
0.210,732541
0.210,4737454
0.296,121127
0.309,124567
0.296,679630
0.346,78687
0.321,63049
0.296,44091
0.370,48885
0.210,9890408
0.333,170236
0.321,84144
0.210,804499
0.210,8897356
0.321,72462
0.296,83998
0.358,179882
0.309,101140
0.346,300184
0.210,2395674
0.210,2546026
0.296,116036
0.210,1213575
0.333,123247
0.333,91927
0.321,132050
0.296,98619
0.210,19206322
0.333,101905
0.333,665252
0.346,483702
0.333,198320
0.210,22496627
0.321,545696
0.210,1838573
0.210,1798553
0.210,1357257
0.210,1614524
0.210,3696789
0.210,821046
0.321,43111
0.210,945916
0.333,43389
0.333,61255
0.309,203643
0.210,691303
0.210,1032376
0.333,109759
0.210,11989929
0.333,186949
0.333,120313
0.296,221059
0.321,805486
0.346,174119
0.210,6091727
0.346,192931
0.210,53307695
0.210,51311071
0.383,80587
0.210,107755802
0.210,21040238
0.210,27082831
0.210,38421160
0.210,73928555
0.210,42474931
0.210,47512464
0.210,17778960
0.346,47396
0.296,88334
0.346,109503
0.346,154760
0.346,59548
0.296,2052825
0.296,132337
0.296,281819
0.296,1607398
0.309,464172
0.321,298877
0.284,171694
0.321,2269925
0.284,175911
0.321,217279
0.358,53909
0.296,202718
0.210,9591665
0.370,168885
0.210,1451256
0.210,1189823
0.210,1048235
0.210,4112124
0.309,257755
0.284,403553
0.333,520036
0.296,819688
0.210,12819126
0.210,3780661
0.296,305001
0.333,140795
0.333,79871
0.358,110550
0.210,3153958
0.296,152910
0.321,70871
0.333,53188
0.333,151246
0.210,599613
0.296,303771
0.284,857345
0.358,222994
0.210,2911987
0.346,97468
0.210,57265655
0.210,1417992
0.346,53781
0.296,91332
0.321,471193
0.346,173014
0.210,19555059
0.210,13785205
0.210,950284
0.272,400097
0.370,145970
0.210,5127638
0.346,204848
0.321,162920
0.383,97812
0.346,164221
0.346,99146
0.272,443258
0.309,133999
0.333,103092
