Puzzle Difficulty,Resolution (ns),Elapsed Time (ns)
0.790123,1.000000,19901271107.000000
0.790123,1.000000,20237092119.000000
0.790123,1.000000,18335264795.000000
0.790123,1.000000,17631561685.000000
0.790123,1.000000,17102712822.000000
0.790123,1.000000,15598409381.000000
0.790123,1.000000,16155138224.000000
0.790123,1.000000,13369085743.000000
0.790123,1.000000,14472512935.000000
0.790123,1.000000,13224328547.000000
